,M+1,M+2,M+3,M+4
704,0.002,0.154,0.04,0.008
705,0.002,0.15,0.042,0.008
706,0.002,0.148,0.038,0.008
707,0.002,0.156,0.042,0.006
708,0.002,0.144,0.042,0.006
709,0.002,0.146,0.042,0.008
710,0.002,0.154,0.04,0.006
711,0.002,0.152,0.04,0.006
712,0.002,0.15,0.04,0.008
713,0.002,0.156,0.042,0.008
714,0.002,0.154,0.042,0.008
715,0.002,0.16,0.042,0.008
716,0.002,0.156,0.044,0.012
717,0.002,0.15,0.044,0.012
718,0.002,0.16,0.05,0.014
719,0.002,0.164,0.046,0.012
720,0.002,0.156,0.044,0.014
721,0.002,0.15,0.044,0.018
722,0.002,0.156,0.046,0.018
723,0.002,0.156,0.046,0.02
724,0.0,0.154,0.05,0.02
725,0.0,0.162,0.048,0.02
726,0.0,0.164,0.05,0.022
727,0.0,0.162,0.05,0.03
728,0.0,0.162,0.048,0.03
729,0.0,0.162,0.05,0.03
730,0.0,0.158,0.05,0.03
731,0.0,0.158,0.046,0.032
732,0.0,0.16,0.042,0.03
733,0.0,0.158,0.048,0.028
734,0.0,0.158,0.052,0.03
735,0.0,0.162,0.048,0.03
736,0.0,0.152,0.05,0.03
737,0.0,0.154,0.048,0.026
738,0.0,0.152,0.046,0.022
739,0.0,0.152,0.044,0.018
740,0.0,0.16,0.046,0.016
741,0.0,0.152,0.048,0.012
742,0.0,0.144,0.046,0.012
743,0.0,0.14,0.048,0.012
744,0.0,0.142,0.048,0.01
745,0.0,0.15,0.048,0.01
746,0.0,0.152,0.048,0.01
747,0.0,0.15,0.046,0.01
748,0.0,0.15,0.046,0.01
749,0.0,0.156,0.046,0.008
750,0.0,0.166,0.048,0.01
751,0.0,0.172,0.048,0.008
752,0.0,0.164,0.046,0.008
753,0.0,0.164,0.044,0.01
754,0.0,0.168,0.04,0.012
755,0.0,0.168,0.04,0.014
756,0.0,0.158,0.038,0.012
757,0.0,0.15,0.04,0.012
758,0.0,0.156,0.04,0.016
759,0.0,0.152,0.042,0.016
760,0.0,0.154,0.042,0.014
761,0.0,0.158,0.046,0.014
762,0.0,0.154,0.046,0.014
763,0.0,0.152,0.052,0.012
764,0.0,0.148,0.054,0.012
765,0.0,0.152,0.056,0.014
766,0.0,0.15,0.054,0.016
767,0.0,0.154,0.05,0.018
768,0.0,0.15,0.05,0.02
769,0.002,0.148,0.048,0.022
770,0.004,0.142,0.048,0.022
771,0.004,0.15,0.048,0.02
772,0.004,0.166,0.044,0.02
