,M+1,M+2,M+3,M+4,M+5,M+6
38,0.0,0.66,0.0,0.3,0.0,0.0
39,0.0,0.66,0.0,0.32,0.0,0.0
40,0.0,0.66,0.0,0.32,0.0,0.0
41,0.0,0.64,0.0,0.34,0.0,0.0
42,0.0,0.64,0.0,0.34,0.0,0.0
43,0.0,0.64,0.0,0.34,0.0,0.0
44,0.0,0.68,0.0,0.3,0.0,0.0
45,0.0,0.7,0.0,0.26,0.02,0.0
46,0.0,0.7,0.0,0.24,0.04,0.0
47,0.0,0.68,0.0,0.26,0.04,0.0
48,0.0,0.72,0.0,0.22,0.04,0.0
49,0.0,0.68,0.0,0.26,0.04,0.0
50,0.0,0.68,0.0,0.26,0.04,0.0
51,0.0,0.66,0.0,0.28,0.04,0.0
52,0.0,0.62,0.0,0.34,0.04,0.0
53,0.0,0.66,0.0,0.34,0.0,0.0
54,0.0,0.64,0.0,0.36,0.0,0.0
55,0.0,0.58,0.0,0.42,0.0,0.0
56,0.0,0.54,0.0,0.44,0.02,0.0
57,0.0,0.58,0.0,0.4,0.02,0.0
58,0.0,0.56,0.0,0.42,0.02,0.0
59,0.0,0.56,0.0,0.42,0.02,0.0
60,0.0,0.52,0.0,0.44,0.04,0.0
61,0.0,0.52,0.0,0.44,0.04,0.0
62,0.0,0.56,0.0,0.36,0.08,0.0
63,0.0,0.58,0.0,0.34,0.08,0.0
64,0.0,0.58,0.0,0.34,0.08,0.0
65,0.0,0.6,0.0,0.32,0.08,0.0
66,0.0,0.58,0.0,0.34,0.08,0.0
67,0.0,0.54,0.0,0.34,0.12,0.0
68,0.0,0.56,0.0,0.32,0.12,0.0
69,0.0,0.56,0.0,0.32,0.12,0.0
70,0.0,0.54,0.0,0.3,0.16,0.0
71,0.0,0.56,0.0,0.3,0.14,0.0
72,0.0,0.62,0.0,0.24,0.14,0.0
73,0.0,0.62,0.0,0.22,0.16,0.0
74,0.0,0.64,0.0,0.24,0.12,0.0
75,0.0,0.58,0.0,0.3,0.12,0.0
76,0.0,0.56,0.0,0.3,0.14,0.0
77,0.0,0.58,0.0,0.3,0.12,0.0
78,0.0,0.6,0.0,0.26,0.12,0.02
79,0.0,0.62,0.0,0.24,0.12,0.02
80,0.0,0.62,0.0,0.26,0.1,0.02
81,0.0,0.66,0.0,0.22,0.1,0.02
82,0.0,0.64,0.0,0.22,0.12,0.02
83,0.0,0.68,0.0,0.22,0.1,0.0
84,0.0,0.68,0.0,0.26,0.06,0.0
85,0.0,0.68,0.0,0.26,0.06,0.0
86,0.0,0.64,0.0,0.3,0.06,0.0
87,0.0,0.62,0.0,0.3,0.08,0.0
88,0.0,0.54,0.0,0.34,0.1,0.02
89,0.0,0.52,0.0,0.32,0.14,0.02
90,0.0,0.54,0.0,0.3,0.14,0.02
91,0.0,0.52,0.0,0.34,0.12,0.02
92,0.0,0.44,0.0,0.42,0.12,0.02
93,0.0,0.48,0.0,0.36,0.14,0.02
94,0.0,0.5,0.0,0.36,0.12,0.02
95,0.0,0.52,0.0,0.32,0.14,0.02
96,0.0,0.52,0.0,0.32,0.14,0.02
97,0.0,0.52,0.0,0.32,0.14,0.02
98,0.0,0.5,0.0,0.32,0.16,0.02
99,0.0,0.44,0.0,0.38,0.16,0.02
100,0.0,0.48,0.0,0.34,0.14,0.04
101,0.0,0.52,0.0,0.34,0.1,0.04
102,0.0,0.54,0.0,0.3,0.12,0.04
103,0.0,0.5,0.0,0.34,0.12,0.04
104,0.0,0.52,0.0,0.34,0.12,0.02
105,0.0,0.56,0.0,0.32,0.12,0.0
106,0.0,0.56,0.0,0.26,0.18,0.0
107,0.0,0.58,0.0,0.28,0.14,0.0
108,0.0,0.56,0.0,0.3,0.14,0.0
109,0.0,0.54,0.0,0.32,0.14,0.0
110,0.0,0.52,0.0,0.32,0.16,0.0
111,0.0,0.54,0.0,0.32,0.14,0.0
112,0.0,0.52,0.0,0.34,0.14,0.0
113,0.0,0.5,0.0,0.36,0.14,0.0
114,0.0,0.54,0.0,0.34,0.12,0.0
115,0.0,0.56,0.0,0.3,0.14,0.0
116,0.0,0.54,0.0,0.32,0.14,0.0
117,0.0,0.52,0.0,0.32,0.16,0.0
118,0.0,0.54,0.0,0.32,0.14,0.0
119,0.0,0.56,0.0,0.3,0.14,0.0
120,0.0,0.62,0.0,0.24,0.14,0.0
121,0.0,0.62,0.0,0.22,0.16,0.0
122,0.0,0.62,0.0,0.22,0.16,0.0
123,0.0,0.62,0.0,0.18,0.2,0.0
124,0.0,0.56,0.0,0.22,0.22,0.0
125,0.0,0.54,0.0,0.22,0.24,0.0
126,0.0,0.54,0.0,0.24,0.22,0.0
127,0.0,0.54,0.0,0.24,0.22,0.0
128,0.0,0.56,0.0,0.22,0.22,0.0
129,0.0,0.56,0.0,0.22,0.22,0.0
130,0.0,0.52,0.0,0.24,0.24,0.0
131,0.0,0.56,0.0,0.24,0.2,0.0
132,0.0,0.58,0.0,0.22,0.2,0.0
133,0.0,0.6,0.0,0.24,0.16,0.0
134,0.0,0.54,0.0,0.28,0.18,0.0
135,0.0,0.54,0.0,0.28,0.18,0.0
136,0.0,0.48,0.0,0.3,0.2,0.02
137,0.0,0.5,0.0,0.28,0.2,0.02
138,0.0,0.5,0.0,0.3,0.18,0.02
139,0.0,0.54,0.0,0.28,0.14,0.04
140,0.0,0.56,0.0,0.26,0.14,0.04
141,0.0,0.52,0.0,0.26,0.16,0.06
142,0.0,0.48,0.0,0.28,0.16,0.08
143,0.0,0.48,0.0,0.24,0.2,0.08
144,0.0,0.48,0.0,0.26,0.18,0.08
145,0.0,0.44,0.0,0.28,0.2,0.08
146,0.0,0.48,0.0,0.24,0.2,0.08
147,0.0,0.5,0.0,0.24,0.18,0.08
148,0.0,0.46,0.0,0.3,0.16,0.08
149,0.0,0.48,0.0,0.3,0.14,0.08
150,0.0,0.46,0.0,0.3,0.16,0.08
151,0.0,0.52,0.0,0.24,0.16,0.08
152,0.0,0.48,0.0,0.26,0.16,0.1
153,0.0,0.54,0.0,0.22,0.14,0.1
154,0.0,0.54,0.0,0.26,0.12,0.08
155,0.0,0.5,0.0,0.28,0.14,0.08
156,0.0,0.48,0.0,0.3,0.14,0.08
157,0.0,0.48,0.0,0.32,0.14,0.06
158,0.0,0.44,0.0,0.32,0.18,0.06
159,0.0,0.44,0.0,0.34,0.18,0.04
160,0.0,0.44,0.0,0.34,0.16,0.06
161,0.0,0.46,0.0,0.3,0.18,0.06
162,0.0,0.46,0.0,0.26,0.22,0.06
163,0.0,0.42,0.0,0.28,0.24,0.06
164,0.0,0.46,0.0,0.24,0.26,0.04
165,0.0,0.5,0.0,0.22,0.26,0.02
166,0.0,0.52,0.0,0.22,0.24,0.02
167,0.0,0.44,0.0,0.26,0.28,0.02
168,0.0,0.46,0.0,0.24,0.28,0.02
169,0.0,0.52,0.0,0.22,0.22,0.04
170,0.0,0.54,0.0,0.26,0.16,0.04
171,0.0,0.52,0.0,0.26,0.18,0.04
172,0.0,0.54,0.0,0.24,0.18,0.04
173,0.0,0.58,0.0,0.2,0.16,0.06
174,0.0,0.58,0.0,0.2,0.16,0.06
175,0.0,0.56,0.0,0.2,0.18,0.06
176,0.0,0.58,0.0,0.2,0.16,0.06
177,0.0,0.56,0.0,0.2,0.18,0.06
178,0.0,0.6,0.0,0.2,0.14,0.06
179,0.0,0.6,0.0,0.2,0.16,0.04
180,0.0,0.6,0.0,0.24,0.12,0.04
181,0.0,0.64,0.0,0.24,0.08,0.04
182,0.0,0.68,0.0,0.22,0.06,0.04
183,0.0,0.62,0.0,0.22,0.12,0.04
184,0.0,0.58,0.0,0.24,0.14,0.04
185,0.0,0.54,0.0,0.26,0.16,0.04
186,0.0,0.58,0.0,0.28,0.14,0.0
187,0.0,0.56,0.0,0.3,0.14,0.0
188,0.0,0.62,0.0,0.22,0.14,0.02
189,0.0,0.64,0.0,0.2,0.14,0.02
190,0.0,0.6,0.0,0.2,0.18,0.02
191,0.0,0.6,0.0,0.22,0.18,0.0
192,0.0,0.54,0.0,0.3,0.16,0.0
193,0.0,0.52,0.0,0.32,0.16,0.0
194,0.0,0.5,0.0,0.28,0.22,0.0
195,0.0,0.44,0.0,0.3,0.26,0.0
196,0.0,0.46,0.0,0.32,0.22,0.0
197,0.0,0.42,0.0,0.36,0.22,0.0
198,0.0,0.42,0.0,0.4,0.18,0.0
199,0.0,0.44,0.0,0.36,0.2,0.0
200,0.0,0.44,0.0,0.38,0.16,0.02
201,0.0,0.44,0.0,0.36,0.16,0.04
202,0.0,0.44,0.0,0.38,0.14,0.04
203,0.0,0.48,0.0,0.36,0.1,0.06
204,0.0,0.46,0.0,0.4,0.08,0.06
205,0.0,0.44,0.0,0.44,0.08,0.04
206,0.0,0.48,0.0,0.4,0.06,0.06
207,0.0,0.46,0.0,0.46,0.04,0.04
208,0.0,0.5,0.0,0.4,0.06,0.04
209,0.0,0.58,0.0,0.34,0.06,0.02
210,0.0,0.56,0.0,0.34,0.08,0.02
211,0.0,0.52,0.0,0.36,0.1,0.02
212,0.0,0.48,0.0,0.4,0.1,0.02
213,0.0,0.42,0.0,0.46,0.1,0.02
214,0.0,0.4,0.0,0.48,0.1,0.02
215,0.0,0.4,0.0,0.46,0.12,0.02
216,0.0,0.34,0.0,0.5,0.14,0.02
217,0.0,0.38,0.0,0.48,0.12,0.02
218,0.0,0.4,0.0,0.42,0.16,0.02
219,0.0,0.42,0.0,0.38,0.18,0.02
220,0.0,0.44,0.0,0.38,0.16,0.02
221,0.0,0.48,0.0,0.34,0.16,0.02
222,0.0,0.5,0.0,0.36,0.12,0.02
223,0.0,0.48,0.0,0.36,0.14,0.02
224,0.0,0.48,0.0,0.36,0.14,0.02
225,0.0,0.52,0.0,0.34,0.12,0.02
226,0.0,0.54,0.0,0.3,0.14,0.02
227,0.0,0.58,0.0,0.28,0.12,0.02
228,0.0,0.52,0.0,0.32,0.12,0.04
229,0.0,0.56,0.0,0.32,0.1,0.02
230,0.0,0.5,0.0,0.32,0.14,0.04
231,0.0,0.54,0.0,0.28,0.14,0.04
232,0.0,0.54,0.0,0.28,0.14,0.04
233,0.0,0.52,0.0,0.34,0.12,0.02
234,0.0,0.54,0.0,0.28,0.14,0.04
235,0.0,0.5,0.0,0.28,0.18,0.04
236,0.0,0.5,0.0,0.26,0.18,0.06
237,0.0,0.48,0.0,0.26,0.2,0.06
238,0.0,0.44,0.0,0.28,0.22,0.06
239,0.0,0.46,0.0,0.28,0.2,0.06
240,0.0,0.46,0.0,0.28,0.2,0.06
241,0.0,0.48,0.0,0.3,0.18,0.04
242,0.0,0.44,0.0,0.28,0.22,0.06
243,0.0,0.46,0.0,0.26,0.22,0.06
244,0.0,0.5,0.0,0.26,0.2,0.04
245,0.0,0.46,0.0,0.3,0.2,0.04
246,0.0,0.4,0.0,0.32,0.24,0.04
247,0.0,0.42,0.0,0.32,0.22,0.04
248,0.0,0.44,0.0,0.32,0.22,0.02
249,0.0,0.42,0.0,0.32,0.22,0.04
250,0.0,0.44,0.0,0.32,0.2,0.04
251,0.0,0.46,0.0,0.28,0.22,0.04
252,0.0,0.46,0.0,0.3,0.2,0.04
253,0.0,0.46,0.0,0.32,0.18,0.04
254,0.0,0.44,0.0,0.36,0.16,0.04
255,0.0,0.46,0.0,0.34,0.16,0.04
256,0.0,0.48,0.0,0.36,0.12,0.04
257,0.0,0.46,0.0,0.32,0.16,0.06
258,0.0,0.44,0.0,0.36,0.16,0.04
259,0.0,0.4,0.0,0.4,0.16,0.04
260,0.0,0.36,0.0,0.4,0.2,0.04
261,0.0,0.32,0.0,0.4,0.22,0.06
262,0.0,0.3,0.0,0.4,0.24,0.06
263,0.0,0.3,0.0,0.42,0.22,0.06
264,0.0,0.32,0.0,0.36,0.28,0.04
265,0.0,0.32,0.0,0.36,0.28,0.04
266,0.0,0.36,0.0,0.38,0.22,0.04
267,0.0,0.34,0.0,0.36,0.28,0.02
268,0.0,0.34,0.0,0.34,0.3,0.02
269,0.0,0.36,0.0,0.3,0.32,0.02
270,0.0,0.4,0.0,0.28,0.3,0.02
271,0.0,0.4,0.0,0.26,0.3,0.04
272,0.0,0.44,0.0,0.22,0.32,0.02
273,0.0,0.48,0.0,0.18,0.32,0.02
274,0.0,0.46,0.0,0.16,0.36,0.02
275,0.0,0.44,0.0,0.2,0.34,0.02
276,0.0,0.46,0.0,0.2,0.32,0.02
277,0.0,0.5,0.0,0.18,0.3,0.02
278,0.0,0.44,0.0,0.22,0.32,0.02
279,0.0,0.48,0.0,0.2,0.3,0.02
280,0.0,0.54,0.0,0.2,0.24,0.02
281,0.0,0.54,0.0,0.18,0.26,0.02
282,0.0,0.56,0.0,0.18,0.24,0.02
283,0.0,0.54,0.0,0.2,0.24,0.02
284,0.0,0.54,0.0,0.18,0.24,0.04
285,0.0,0.56,0.0,0.22,0.2,0.02
286,0.0,0.54,0.0,0.2,0.24,0.02
287,0.0,0.58,0.0,0.2,0.2,0.02
288,0.0,0.56,0.0,0.16,0.24,0.04
289,0.0,0.54,0.0,0.16,0.24,0.06
290,0.0,0.56,0.0,0.18,0.22,0.04
291,0.0,0.54,0.0,0.16,0.24,0.06
292,0.0,0.54,0.0,0.12,0.26,0.08
293,0.0,0.54,0.0,0.14,0.24,0.08
294,0.0,0.48,0.0,0.16,0.28,0.08
295,0.0,0.42,0.0,0.18,0.32,0.08
296,0.0,0.44,0.0,0.16,0.34,0.06
297,0.0,0.4,0.0,0.22,0.32,0.06
298,0.0,0.36,0.0,0.24,0.32,0.08
299,0.0,0.4,0.0,0.22,0.28,0.1
300,0.0,0.42,0.0,0.22,0.26,0.1
301,0.0,0.44,0.0,0.2,0.28,0.08
302,0.0,0.42,0.0,0.22,0.24,0.12
303,0.0,0.46,0.0,0.2,0.24,0.1
304,0.0,0.44,0.0,0.2,0.26,0.1
305,0.0,0.44,0.0,0.2,0.28,0.08
306,0.0,0.38,0.0,0.22,0.32,0.08
307,0.0,0.36,0.0,0.24,0.32,0.08
308,0.0,0.42,0.0,0.24,0.3,0.04
309,0.0,0.42,0.0,0.2,0.32,0.06
310,0.0,0.44,0.0,0.2,0.28,0.08
311,0.0,0.5,0.0,0.2,0.22,0.08
312,0.0,0.52,0.0,0.18,0.22,0.08
313,0.0,0.52,0.0,0.18,0.2,0.1
314,0.0,0.5,0.0,0.2,0.22,0.08
315,0.0,0.54,0.0,0.14,0.22,0.1
316,0.0,0.54,0.0,0.16,0.22,0.08
317,0.0,0.52,0.0,0.2,0.24,0.04
318,0.0,0.54,0.0,0.18,0.22,0.06
319,0.0,0.54,0.0,0.2,0.2,0.06
320,0.0,0.52,0.0,0.18,0.22,0.08
321,0.0,0.54,0.0,0.2,0.18,0.08
322,0.0,0.54,0.0,0.2,0.2,0.06
323,0.0,0.5,0.0,0.24,0.2,0.06
324,0.0,0.5,0.0,0.2,0.24,0.06
325,0.0,0.5,0.0,0.18,0.24,0.08
326,0.0,0.5,0.0,0.2,0.22,0.08
327,0.0,0.54,0.0,0.18,0.18,0.1
328,0.0,0.56,0.0,0.16,0.18,0.1
329,0.0,0.6,0.0,0.18,0.14,0.08
330,0.0,0.64,0.0,0.18,0.12,0.06
331,0.0,0.64,0.0,0.16,0.14,0.06
332,0.0,0.64,0.0,0.16,0.14,0.06
333,0.0,0.6,0.0,0.18,0.18,0.04
334,0.0,0.6,0.0,0.16,0.2,0.04
335,0.0,0.56,0.0,0.22,0.18,0.04
336,0.0,0.58,0.0,0.2,0.18,0.04
337,0.0,0.58,0.0,0.18,0.2,0.04
338,0.0,0.6,0.0,0.18,0.18,0.04
339,0.0,0.6,0.0,0.18,0.18,0.04
340,0.0,0.66,0.0,0.18,0.12,0.04
341,0.0,0.62,0.0,0.18,0.14,0.06
342,0.0,0.56,0.0,0.18,0.18,0.08
343,0.0,0.58,0.0,0.16,0.2,0.06
344,0.0,0.62,0.0,0.16,0.16,0.06
345,0.0,0.58,0.0,0.22,0.16,0.04
346,0.0,0.58,0.0,0.26,0.12,0.04
347,0.0,0.6,0.0,0.26,0.1,0.04
348,0.0,0.6,0.0,0.24,0.1,0.06
349,0.0,0.58,0.0,0.24,0.12,0.06
350,0.0,0.58,0.0,0.22,0.14,0.06
351,0.0,0.58,0.0,0.22,0.14,0.06
352,0.0,0.62,0.0,0.18,0.14,0.06
353,0.0,0.66,0.0,0.2,0.1,0.04
354,0.0,0.64,0.0,0.2,0.12,0.04
355,0.0,0.62,0.0,0.22,0.12,0.04
356,0.0,0.6,0.0,0.24,0.14,0.02
357,0.0,0.56,0.0,0.28,0.14,0.02
358,0.0,0.52,0.0,0.32,0.12,0.04
359,0.0,0.46,0.0,0.32,0.14,0.08
360,0.0,0.44,0.0,0.32,0.16,0.08
361,0.0,0.48,0.0,0.3,0.14,0.08
362,0.0,0.5,0.0,0.26,0.14,0.1
363,0.0,0.52,0.0,0.24,0.14,0.1
364,0.0,0.52,0.0,0.26,0.12,0.1
365,0.0,0.52,0.0,0.26,0.14,0.08
366,0.0,0.52,0.0,0.24,0.16,0.08
367,0.0,0.54,0.0,0.24,0.12,0.1
368,0.0,0.5,0.0,0.28,0.14,0.08
369,0.0,0.44,0.0,0.32,0.16,0.08
370,0.0,0.42,0.0,0.32,0.18,0.08
371,0.0,0.44,0.0,0.26,0.18,0.12
372,0.0,0.46,0.0,0.22,0.18,0.14
373,0.0,0.48,0.0,0.2,0.18,0.14
374,0.0,0.5,0.0,0.24,0.12,0.14
375,0.0,0.5,0.0,0.26,0.12,0.12
376,0.0,0.46,0.0,0.28,0.16,0.1
377,0.0,0.5,0.0,0.28,0.14,0.08
378,0.0,0.5,0.0,0.32,0.1,0.08
379,0.0,0.46,0.0,0.32,0.14,0.08
380,0.0,0.42,0.0,0.38,0.14,0.06
381,0.0,0.42,0.0,0.38,0.12,0.08
382,0.0,0.42,0.0,0.4,0.1,0.08
383,0.0,0.44,0.0,0.36,0.12,0.08
384,0.0,0.38,0.0,0.4,0.14,0.08
385,0.0,0.38,0.0,0.4,0.14,0.08
386,0.0,0.38,0.0,0.34,0.18,0.1
387,0.0,0.38,0.0,0.32,0.22,0.08
388,0.0,0.4,0.0,0.32,0.22,0.06
389,0.0,0.42,0.0,0.3,0.22,0.06
390,0.0,0.42,0.0,0.28,0.24,0.06
391,0.0,0.42,0.0,0.28,0.26,0.04
392,0.0,0.48,0.0,0.22,0.26,0.04
393,0.0,0.46,0.0,0.26,0.26,0.02
394,0.0,0.48,0.0,0.24,0.24,0.04
395,0.0,0.5,0.0,0.22,0.24,0.04
396,0.0,0.5,0.0,0.22,0.24,0.04
397,0.0,0.52,0.0,0.16,0.26,0.06
398,0.0,0.52,0.0,0.16,0.28,0.04
399,0.0,0.46,0.0,0.16,0.32,0.06
400,0.0,0.46,0.0,0.16,0.32,0.06
401,0.0,0.52,0.0,0.16,0.28,0.04
402,0.0,0.52,0.0,0.18,0.26,0.04
403,0.0,0.52,0.0,0.2,0.24,0.04
404,0.0,0.54,0.0,0.2,0.2,0.06
405,0.0,0.48,0.0,0.22,0.24,0.06
406,0.0,0.48,0.0,0.22,0.26,0.04
407,0.0,0.5,0.0,0.22,0.24,0.04
408,0.0,0.52,0.0,0.22,0.22,0.04
409,0.0,0.56,0.0,0.24,0.18,0.02
410,0.0,0.56,0.0,0.24,0.14,0.06
411,0.0,0.58,0.0,0.22,0.16,0.04
412,0.0,0.56,0.0,0.24,0.16,0.04
413,0.0,0.62,0.0,0.2,0.14,0.04
414,0.0,0.62,0.0,0.16,0.18,0.04
415,0.0,0.58,0.0,0.18,0.2,0.04
416,0.0,0.54,0.0,0.18,0.24,0.04
417,0.0,0.58,0.0,0.16,0.22,0.04
418,0.0,0.54,0.0,0.2,0.22,0.04
419,0.0,0.54,0.0,0.2,0.22,0.04
420,0.0,0.54,0.0,0.16,0.24,0.06
421,0.0,0.56,0.0,0.14,0.24,0.06
422,0.0,0.5,0.0,0.18,0.26,0.06
423,0.0,0.52,0.0,0.2,0.24,0.04
424,0.0,0.54,0.0,0.16,0.24,0.06
425,0.0,0.46,0.0,0.18,0.26,0.1
426,0.0,0.48,0.0,0.16,0.26,0.1
427,0.0,0.48,0.0,0.16,0.26,0.1
428,0.0,0.46,0.0,0.16,0.26,0.12
429,0.0,0.52,0.0,0.12,0.24,0.12
430,0.0,0.56,0.0,0.12,0.22,0.1
431,0.0,0.58,0.0,0.1,0.2,0.12
432,0.0,0.62,0.0,0.1,0.16,0.12
433,0.0,0.66,0.0,0.1,0.12,0.12
434,0.0,0.64,0.0,0.12,0.12,0.12
435,0.0,0.6,0.0,0.18,0.12,0.1
436,0.0,0.58,0.0,0.22,0.1,0.1
437,0.0,0.66,0.0,0.16,0.1,0.08
438,0.0,0.58,0.0,0.2,0.12,0.1
439,0.0,0.62,0.0,0.18,0.14,0.06
440,0.0,0.6,0.0,0.2,0.14,0.06
441,0.0,0.56,0.0,0.22,0.14,0.08
442,0.0,0.58,0.0,0.22,0.14,0.06
443,0.0,0.6,0.0,0.2,0.12,0.08
444,0.0,0.56,0.0,0.2,0.16,0.08
445,0.0,0.54,0.0,0.2,0.18,0.08
446,0.0,0.58,0.0,0.2,0.14,0.08
447,0.0,0.56,0.0,0.2,0.16,0.08
448,0.0,0.58,0.0,0.18,0.16,0.08
449,0.0,0.62,0.0,0.14,0.16,0.08
450,0.0,0.56,0.0,0.2,0.16,0.08
451,0.0,0.54,0.0,0.22,0.16,0.08
452,0.0,0.54,0.0,0.24,0.16,0.06
453,0.0,0.56,0.0,0.22,0.16,0.06
454,0.0,0.6,0.0,0.2,0.14,0.06
455,0.0,0.6,0.0,0.2,0.14,0.06
456,0.0,0.62,0.0,0.2,0.14,0.04
457,0.0,0.62,0.0,0.22,0.12,0.04
458,0.0,0.58,0.0,0.26,0.14,0.02
459,0.0,0.56,0.0,0.26,0.14,0.04
460,0.0,0.5,0.0,0.3,0.16,0.04
461,0.0,0.52,0.0,0.28,0.16,0.04
462,0.0,0.58,0.0,0.24,0.14,0.04
463,0.0,0.56,0.0,0.24,0.16,0.04
464,0.0,0.6,0.0,0.18,0.18,0.04
465,0.0,0.58,0.0,0.16,0.22,0.04
466,0.0,0.56,0.0,0.18,0.22,0.04
467,0.0,0.54,0.0,0.2,0.2,0.06
468,0.0,0.54,0.0,0.24,0.16,0.06
469,0.0,0.54,0.0,0.24,0.18,0.04
470,0.0,0.52,0.0,0.28,0.16,0.04
471,0.0,0.5,0.0,0.28,0.18,0.04
472,0.0,0.46,0.0,0.28,0.2,0.06
473,0.0,0.4,0.0,0.32,0.22,0.06
474,0.0,0.42,0.0,0.32,0.2,0.06
475,0.0,0.42,0.0,0.3,0.22,0.06
476,0.0,0.44,0.0,0.28,0.22,0.06
477,0.0,0.44,0.0,0.28,0.22,0.06
478,0.0,0.44,0.0,0.3,0.2,0.06
479,0.0,0.4,0.0,0.3,0.2,0.1
480,0.0,0.44,0.0,0.26,0.2,0.1
481,0.0,0.42,0.0,0.28,0.18,0.12
482,0.0,0.46,0.0,0.26,0.18,0.1
483,0.0,0.46,0.0,0.26,0.2,0.08
484,0.0,0.48,0.0,0.24,0.2,0.08
485,0.0,0.48,0.0,0.24,0.2,0.08
486,0.0,0.5,0.0,0.2,0.22,0.08
487,0.0,0.52,0.0,0.2,0.2,0.08
488,0.0,0.48,0.0,0.24,0.18,0.1
489,0.0,0.44,0.0,0.28,0.18,0.1
490,0.0,0.46,0.0,0.26,0.18,0.1
491,0.0,0.46,0.0,0.24,0.16,0.14
492,0.0,0.42,0.0,0.26,0.18,0.14
493,0.0,0.36,0.0,0.24,0.26,0.14
494,0.0,0.38,0.0,0.22,0.24,0.16
495,0.0,0.38,0.0,0.22,0.24,0.16
496,0.0,0.44,0.0,0.2,0.24,0.12
497,0.0,0.44,0.0,0.18,0.26,0.12
498,0.0,0.48,0.0,0.2,0.22,0.1
499,0.0,0.52,0.0,0.14,0.22,0.12
500,0.0,0.54,0.0,0.16,0.2,0.1
501,0.0,0.54,0.0,0.12,0.22,0.12
502,0.0,0.54,0.0,0.14,0.22,0.1
503,0.0,0.56,0.0,0.08,0.24,0.12
504,0.0,0.56,0.0,0.06,0.24,0.14
505,0.0,0.54,0.0,0.06,0.24,0.16
506,0.0,0.56,0.0,0.06,0.24,0.14
507,0.0,0.54,0.0,0.08,0.2,0.18
508,0.0,0.58,0.0,0.1,0.18,0.14
509,0.0,0.56,0.0,0.14,0.16,0.14
510,0.0,0.56,0.0,0.18,0.16,0.1
511,0.0,0.56,0.0,0.2,0.16,0.08
512,0.0,0.54,0.0,0.22,0.16,0.08
513,0.0,0.56,0.0,0.2,0.16,0.08
514,0.0,0.56,0.0,0.16,0.2,0.08
515,0.0,0.5,0.0,0.18,0.22,0.1
516,0.0,0.46,0.0,0.18,0.24,0.12
517,0.0,0.44,0.0,0.22,0.22,0.12
518,0.0,0.44,0.0,0.22,0.18,0.16
519,0.0,0.38,0.0,0.32,0.14,0.16
520,0.0,0.38,0.0,0.32,0.14,0.16
521,0.0,0.42,0.0,0.32,0.12,0.14
522,0.0,0.4,0.0,0.32,0.14,0.14
523,0.0,0.42,0.0,0.3,0.14,0.14
524,0.0,0.46,0.0,0.3,0.14,0.1
525,0.0,0.44,0.0,0.28,0.14,0.14
526,0.0,0.44,0.0,0.3,0.12,0.14
527,0.0,0.42,0.0,0.3,0.1,0.18
528,0.0,0.44,0.0,0.26,0.1,0.2
529,0.0,0.46,0.0,0.24,0.1,0.2
530,0.0,0.46,0.0,0.22,0.14,0.18
531,0.0,0.5,0.0,0.18,0.14,0.18
532,0.0,0.54,0.0,0.14,0.16,0.16
533,0.0,0.56,0.0,0.14,0.14,0.16
534,0.0,0.58,0.0,0.12,0.14,0.16
535,0.0,0.52,0.0,0.18,0.14,0.16
