,M+1,M+2,M+3,M+4
614,0.0,0.32,0.12,0.04
615,0.0,0.28,0.1,0.06
616,0.0,0.26,0.1,0.06
617,0.0,0.28,0.08,0.04
618,0.0,0.28,0.08,0.04
619,0.0,0.26,0.1,0.0
620,0.0,0.22,0.12,0.0
621,0.0,0.2,0.1,0.02
622,0.0,0.24,0.08,0.06
623,0.0,0.28,0.08,0.06
624,0.0,0.28,0.08,0.06
625,0.0,0.28,0.1,0.04
626,0.0,0.28,0.1,0.04
627,0.0,0.28,0.1,0.04
628,0.0,0.26,0.12,0.02
629,0.0,0.3,0.12,0.04
630,0.0,0.28,0.14,0.04
631,0.0,0.26,0.16,0.06
632,0.0,0.26,0.22,0.02
633,0.0,0.28,0.22,0.02
634,0.0,0.26,0.24,0.02
635,0.0,0.28,0.22,0.02
636,0.0,0.28,0.2,0.02
637,0.0,0.3,0.2,0.0
638,0.0,0.26,0.2,0.02
639,0.0,0.3,0.22,0.02
640,0.0,0.28,0.22,0.02
641,0.0,0.28,0.24,0.02
642,0.0,0.22,0.24,0.04
643,0.0,0.24,0.2,0.06
644,0.0,0.22,0.2,0.06
645,0.0,0.26,0.18,0.06
646,0.0,0.26,0.14,0.08
647,0.0,0.22,0.14,0.08
648,0.0,0.22,0.14,0.06
649,0.0,0.22,0.16,0.06
650,0.0,0.18,0.18,0.06
651,0.0,0.18,0.2,0.1
652,0.0,0.16,0.22,0.1
653,0.0,0.22,0.18,0.1
654,0.0,0.18,0.22,0.08
655,0.0,0.18,0.24,0.06
656,0.0,0.18,0.26,0.06
657,0.0,0.24,0.26,0.06
658,0.0,0.26,0.24,0.04
659,0.0,0.24,0.24,0.04
660,0.0,0.26,0.24,0.04
661,0.0,0.26,0.22,0.08
662,0.0,0.26,0.22,0.06
663,0.0,0.22,0.22,0.06
664,0.0,0.24,0.18,0.08
665,0.0,0.24,0.2,0.08
666,0.0,0.24,0.2,0.08
667,0.0,0.26,0.22,0.08
668,0.0,0.26,0.2,0.08
669,0.0,0.28,0.18,0.06
670,0.0,0.26,0.2,0.08
671,0.0,0.28,0.16,0.06
672,0.0,0.3,0.2,0.04
673,0.0,0.26,0.22,0.04
674,0.0,0.28,0.2,0.04
675,0.0,0.32,0.16,0.04
676,0.0,0.3,0.14,0.04
677,0.0,0.26,0.14,0.06
678,0.0,0.3,0.14,0.04
679,0.0,0.28,0.14,0.04
680,0.0,0.24,0.16,0.06
681,0.0,0.24,0.18,0.1
682,0.0,0.28,0.2,0.06
683,0.0,0.28,0.16,0.08
684,0.0,0.3,0.16,0.06
685,0.0,0.3,0.18,0.06
686,0.0,0.32,0.18,0.06
687,0.0,0.32,0.16,0.06
688,0.0,0.3,0.16,0.06
689,0.0,0.26,0.24,0.04
690,0.0,0.26,0.24,0.06
691,0.0,0.26,0.28,0.08
692,0.0,0.26,0.28,0.1
693,0.0,0.28,0.26,0.12
694,0.0,0.26,0.24,0.1
695,0.0,0.26,0.26,0.08
696,0.0,0.24,0.22,0.06
697,0.0,0.26,0.18,0.06
698,0.0,0.26,0.2,0.08
699,0.0,0.32,0.18,0.04
700,0.0,0.32,0.16,0.04
701,0.0,0.3,0.16,0.04
702,0.0,0.32,0.18,0.06
703,0.0,0.28,0.18,0.06
704,0.0,0.26,0.18,0.06
705,0.0,0.24,0.16,0.04
706,0.0,0.28,0.16,0.04
707,0.0,0.32,0.16,0.02
708,0.0,0.26,0.16,0.04
709,0.0,0.24,0.18,0.04
710,0.0,0.22,0.22,0.02
711,0.0,0.2,0.22,0.04
712,0.0,0.18,0.22,0.04
713,0.0,0.16,0.22,0.04
714,0.0,0.18,0.26,0.04
715,0.0,0.16,0.24,0.04
716,0.0,0.14,0.24,0.02
717,0.0,0.08,0.26,0.02
718,0.0,0.12,0.24,0.04
719,0.0,0.12,0.24,0.06
720,0.0,0.1,0.24,0.06
721,0.0,0.12,0.24,0.04
722,0.0,0.14,0.2,0.02
723,0.0,0.16,0.16,0.04
724,0.0,0.14,0.16,0.04
725,0.0,0.14,0.14,0.08
726,0.0,0.18,0.14,0.06
727,0.0,0.16,0.14,0.06
728,0.0,0.16,0.2,0.04
729,0.0,0.16,0.22,0.02
730,0.0,0.18,0.2,0.02
731,0.0,0.24,0.22,0.0
732,0.0,0.24,0.2,0.0
733,0.0,0.26,0.18,0.0
734,0.0,0.22,0.2,0.0
735,0.0,0.18,0.2,0.0
736,0.0,0.2,0.22,0.02
737,0.0,0.18,0.22,0.02
738,0.0,0.2,0.22,0.02
739,0.0,0.2,0.22,0.04
740,0.0,0.26,0.18,0.04
741,0.0,0.24,0.18,0.06
742,0.0,0.26,0.14,0.06
743,0.0,0.28,0.14,0.04
744,0.0,0.28,0.16,0.04
745,0.0,0.32,0.14,0.04
746,0.0,0.28,0.14,0.06
747,0.0,0.26,0.1,0.08
748,0.0,0.28,0.1,0.08
749,0.0,0.28,0.1,0.06
750,0.0,0.3,0.1,0.04
751,0.0,0.3,0.1,0.04
752,0.0,0.34,0.08,0.04
753,0.0,0.36,0.08,0.04
754,0.0,0.38,0.1,0.02
755,0.0,0.44,0.1,0.02
756,0.0,0.4,0.12,0.04
757,0.0,0.38,0.14,0.04
758,0.0,0.36,0.18,0.04
759,0.0,0.3,0.22,0.04
760,0.0,0.34,0.18,0.02
761,0.0,0.32,0.2,0.02
762,0.0,0.32,0.22,0.02
763,0.0,0.34,0.2,0.02
764,0.0,0.34,0.2,0.02
765,0.0,0.36,0.2,0.02
766,0.0,0.32,0.22,0.06
767,0.0,0.28,0.24,0.06
768,0.0,0.24,0.24,0.06
769,0.0,0.24,0.2,0.06
770,0.0,0.22,0.2,0.04
